#Average fold change data from ChIP-seq & RNA-seq across 3 growth stages (logarithmic phase, transition point, stationary phase) on minimal medium. From paper DOI: 10.1128/JB.00411-18 Supplemental file 4 https://jb.asm.org/highwire/filestream/299446/field_highwire_adjunct_files/3/JB.00411-18-sd004.xlsx#
TF	Gene	F_avg	F_sd	F_corrected	Regulation_direct	PS	PS_corrected	kd (units.mol/units.L)
"lrp"	"wzzE"	-0.02	0.09	NaN	-1	-	-	-
"lrp"	"wecB"	-0.35	0.94	NaN	-1	-	-	-
"lrp"	"rffT"	0.21	0.21	NaN	1	-	-	-
"lrp"	"rffM"	-0.07	0.10	NaN	-1	-	-	-
"lrp"	"argX"	-0.07	0.70	NaN	-1	-	-	-
"lrp"	"leuT"	0.87	1.14	NaN	1	-	-	-
"lrp"	"aslB"	-0.13	0.40	NaN	-1	-	-	-
"lrp"	"glmZ"	-0.01	0.79	NaN	-1	-	-	-
"lrp"	"hemX"	0.00	0.31	NaN	-1	-	-	-
"lrp"	"cyaA"	-0.03	0.20	NaN	-1	-	-	-
"lrp"	"hemC"	0.11	0.01	NaN	1	-	-	-
"lrp"	"cyaY"	0.46	0.93	NaN	1	-	-	-
"lrp"	"yifL"	0.26	0.38	NaN	1	-	-	-
"lrp"	"xerC"	-0.54	1.16	NaN	-1	-	-	-
"lrp"	"uvrD"	0.21	0.19	NaN	1	-	-	-
"lrp"	"corA"	0.19	0.25	NaN	1	-	-	-
"lrp"	"yigF"	0.26	0.97	NaN	1	-	-	-
"lrp"	"rarD"	-0.09	0.39	NaN	-1	-	-	-
"lrp"	"yigI"	0.95	1.09	NaN	1	-	-	-
"lrp"	"pldA"	0.14	0.22	NaN	1	-	-	-
"lrp"	"recQ"	-0.53	0.66	NaN	-1	-	-	-
"lrp"	"rhtC"	-0.06	0.05	NaN	-1	-	-	-
"lrp"	"pldB"	-0.10	0.44	NaN	-1	-	-	-
"lrp"	"rhtB"	2.74	1.65	NaN	1	-	-	-
"lrp"	"yigL"	-0.36	0.23	NaN	-1	-	-	-
"lrp"	"yigM"	-0.01	0.31	NaN	-1	-	-	-
"lrp"	"metR"	-0.39	1.00	NaN	-1	-	-	-
"lrp"	"metE"	-0.05	0.63	NaN	-1	-	-	-
"lrp"	"ysgA"	0.20	0.54	NaN	1	-	-	-
"lrp"	"udp"	0.07	0.67	NaN	1	-	-	-
"lrp"	"ubiE"	0.19	0.32	NaN	1	-	-	-
"lrp"	"tatA"	0.06	0.61	NaN	1	-	-	-
"lrp"	"tatC"	-0.33	0.71	NaN	-1	-	-	-
"lrp"	"tatD"	0.29	0.24	NaN	1	-	-	-
"lrp"	"ubiD"	0.28	0.20	NaN	1	-	-	-
"lrp"	"rfaH"	0.38	0.39	NaN	1	-	-	-
"lrp"	"fre"	0.20	0.11	NaN	1	-	-	-
"lrp"	"fadB"	0.76	0.28	NaN	1	-	-	-
"lrp"	"pepQ"	0.35	0.13	NaN	1	-	-	-
"lrp"	"trkH"	0.04	0.06	NaN	1	-	-	-
"lrp"	"hemG"	0.13	0.04	NaN	1	-	-	-
"lrp"	"rrsA"	2.39	1.32	NaN	1	-	-	-
"lrp"	"mobA"	0.47	0.49	NaN	1	-	-	-
"lrp"	"yihD"	-0.17	0.34	NaN	-1	-	-	-
"lrp"	"rdoA"	-0.22	0.31	NaN	-1	-	-	-
"lrp"	"dsbA"	-0.29	0.16	NaN	-1	-	-	-
"lrp"	"yihF"	0.06	0.49	NaN	1	-	-	-
"lrp"	"yihG"	-0.32	0.80	NaN	-1	-	-	-
"lrp"	"polA"	-0.32	0.73	NaN	-1	-	-	-
"lrp"	"spf"	0.54	1.21	NaN	1	-	-	-
"lrp"	"yihA"	0.28	0.73	NaN	1	-	-	-
"lrp"	"csrC"	-0.65	1.45	NaN	-1	-	-	-
"lrp"	"yihI"	0.45	0.12	NaN	1	-	-	-
"lrp"	"hemN"	-0.07	0.28	NaN	-1	-	-	-
"lrp"	"yshB"	-0.28	0.68	NaN	-1	-	-	-
"lrp"	"glnL"	0.76	0.14	NaN	1	-	-	-
"lrp"	"glnA"	1.58	0.74	NaN	1	-	-	-
"lrp"	"bipA"	-0.25	0.41	NaN	-1	-	-	-
"lrp"	"yihL"	-0.36	0.87	NaN	-1	-	-	-
"lrp"	"yihN"	-0.15	0.15	NaN	-1	-	-	-
"lrp"	"yihO"	-0.12	0.43	NaN	-1	-	-	-
"lrp"	"yihQ"	0.07	0.99	NaN	1	-	-	-
"lrp"	"yihV"	0.30	0.17	NaN	1	-	-	-
"lrp"	"yihX"	0.20	0.19	NaN	1	-	-	-
"lrp"	"dtd"	0.67	0.48	NaN	1	-	-	-
"lrp"	"yiiF"	0.22	0.94	NaN	1	-	-	-
"lrp"	"fdhE"	0.09	0.42	NaN	1	-	-	-
"lrp"	"fdoG"	0.30	0.35	NaN	1	-	-	-
"lrp"	"yiiG"	-0.20	0.75	NaN	-1	-	-	-
"lrp"	"frvR"	-0.84	0.21	NaN	-1	-	-	-
"lrp"	"rhaB"	0.24	0.55	NaN	1	-	-	-
"lrp"	"rhaS"	0.69	0.35	NaN	1	-	-	-
"lrp"	"rhaT"	0.47	0.43	NaN	1	-	-	-
"lrp"	"sodA"	0.44	0.51	NaN	1	-	-	-
"lrp"	"yiiM"	0.26	0.19	NaN	1	-	-	-
"lrp"	"cpxA"	-0.25	0.57	NaN	-1	-	-	-
"lrp"	"cpxR"	0.24	0.07	NaN	1	-	-	-
"lrp"	"cpxP"	0.26	1.43	NaN	1	-	-	-
"lrp"	"fieF"	0.26	0.11	NaN	1	-	-	-
"lrp"	"pfkA"	0.51	0.15	NaN	1	-	-	-
"lrp"	"sbp"	-0.08	0.17	NaN	-1	-	-	-
"lrp"	"cdh"	0.08	0.64	NaN	1	-	-	-
"lrp"	"tpiA"	0.28	0.06	NaN	1	-	-	-
"lrp"	"yiiQ"	-0.59	0.12	NaN	-1	-	-	-
"lrp"	"yiiS"	0.35	0.31	NaN	1	-	-	-
"lrp"	"fpr"	0.34	0.29	NaN	1	-	-	-
"lrp"	"glpX"	-0.12	0.60	NaN	-1	-	-	-
"lrp"	"glpF"	-0.51	1.67	NaN	-1	-	-	-
"lrp"	"zapB"	0.33	0.89	NaN	1	-	-	-
"lrp"	"rraA"	0.11	0.61	NaN	1	-	-	-
"lrp"	"menA"	0.25	0.42	NaN	1	-	-	-
"lrp"	"hslV"	0.61	0.54	NaN	1	-	-	-
"lrp"	"ftsN"	-0.05	0.19	NaN	-1	-	-	-
"lrp"	"cytR"	-0.32	0.21	NaN	-1	-	-	-
"lrp"	"rpmE"	-0.20	0.49	NaN	-1	-	-	-
"lrp"	"metJ"	-0.11	0.32	NaN	-1	-	-	-
"lrp"	"metB"	-0.20	0.42	NaN	-1	-	-	-
"lrp"	"metL"	-0.35	0.26	NaN	-1	-	-	-
"lrp"	"metF"	-0.84	2.37	NaN	-1	-	-	-
"lrp"	"katG"	0.46	0.66	NaN	1	-	-	-
"lrp"	"yijE"	-0.01	0.01	NaN	-1	-	-	-
"lrp"	"yijF"	-0.14	0.00	NaN	-1	-	-	-
"lrp"	"gldA"	0.02	0.50	NaN	1	-	-	-
"lrp"	"pflD"	-0.06	0.35	NaN	-1	-	-	-
"lrp"	"yijO"	0.30	0.61	NaN	1	-	-	-
"lrp"	"eptC"	-0.27	0.72	NaN	-1	-	-	-
"lrp"	"ppc"	-0.60	0.88	NaN	-1	-	-	-
"lrp"	"argC"	0.13	3.36	NaN	1	-	-	-
"lrp"	"argE"	0.41	0.44	NaN	1	-	-	-
"lrp"	"oxyS"	0.06	0.42	NaN	1	-	-	-
"lrp"	"oxyR"	-0.03	0.11	NaN	-1	-	-	-
"lrp"	"sthA"	-0.78	0.26	NaN	-1	-	-	-
"lrp"	"yijD"	0.44	0.38	NaN	1	-	-	-
"lrp"	"trmA"	0.10	0.06	NaN	1	-	-	-
"lrp"	"btuB"	-0.20	0.45	NaN	-1	-	-	-
"lrp"	"rrsB"	2.65	0.94	NaN	1	-	-	-
"lrp"	"murB"	0.20	0.30	NaN	1	-	-	-
"lrp"	"coaA"	-0.22	0.23	NaN	-1	-	-	-
"lrp"	"thrU"	0.00	0.70	NaN	-1	-	-	-
"lrp"	"tufB"	-0.28	0.57	NaN	-1	-	-	-
"lrp"	"secE"	0.06	0.11	NaN	1	-	-	-
"lrp"	"rplK"	-0.71	0.94	NaN	-1	-	-	-
"lrp"	"rplA"	-0.66	1.04	NaN	-1	-	-	-
"lrp"	"rplJ"	-0.41	0.68	NaN	-1	-	-	-
"lrp"	"rplL"	-0.54	0.64	NaN	-1	-	-	-
"lrp"	"rpoB"	-0.14	0.69	NaN	-1	-	-	-
"lrp"	"rpoC"	-0.11	0.63	NaN	-1	-	-	-
"lrp"	"yjaZ"	-0.06	1.19	NaN	-1	-	-	-
"lrp"	"sroH"	-0.02	0.78	NaN	-1	-	-	-
"lrp"	"thiC"	0.25	0.34	NaN	1	-	-	-
"lrp"	"nudC"	0.01	0.17	NaN	1	-	-	-
"lrp"	"rsd"	0.61	1.18	NaN	1	-	-	-
"lrp"	"hemE"	0.14	0.13	NaN	1	-	-	-
"lrp"	"nfi"	-0.21	0.57	NaN	-1	-	-	-
"lrp"	"yjaG"	0.23	0.29	NaN	1	-	-	-
"lrp"	"hupA"	-0.16	0.13	NaN	-1	-	-	-
"lrp"	"yjaH"	-0.38	0.35	NaN	-1	-	-	-
"lrp"	"zraP"	2.19	2.44	NaN	1	-	-	-
"lrp"	"zraS"	-0.06	1.37	NaN	-1	-	-	-
"lrp"	"purD"	-0.21	1.12	NaN	-1	-	-	-
"lrp"	"purH"	-0.61	1.78	NaN	-1	-	-	-
"lrp"	"rrsE"	2.65	0.94	NaN	1	-	-	-
"lrp"	"yjaA"	0.27	1.47	NaN	1	-	-	-
"lrp"	"yjaB"	0.44	0.43	NaN	1	-	-	-
"lrp"	"metA"	-0.48	1.57	NaN	-1	-	-	-
"lrp"	"aceB"	0.12	0.86	NaN	1	-	-	-
"lrp"	"aceA"	0.13	0.97	NaN	1	-	-	-
"lrp"	"arpA"	0.05	0.00	NaN	1	-	-	-
"lrp"	"metH"	-0.26	0.48	NaN	-1	-	-	-
"lrp"	"iclR"	-0.14	0.62	NaN	-1	-	-	-
"lrp"	"yjbB"	0.26	0.48	NaN	1	-	-	-
"lrp"	"rluF"	-0.07	0.26	NaN	-1	-	-	-
"lrp"	"pepE"	-0.39	0.68	NaN	-1	-	-	-
"lrp"	"lysC"	-1.46	2.17	NaN	-1	-	-	-
"lrp"	"pgi"	-0.48	1.19	NaN	-1	-	-	-
"lrp"	"yjbE"	-1.03	1.03	NaN	-1	-	-	-
"lrp"	"psiE"	1.46	1.60	NaN	1	-	-	-
"lrp"	"xylE"	-0.48	0.24	NaN	-1	-	-	-
"lrp"	"malE"	0.29	0.46	NaN	1	-	-	-
"lrp"	"malK"	0.52	0.14	NaN	1	-	-	-
"lrp"	"ubiC"	0.33	0.39	NaN	1	-	-	-
"lrp"	"ubiA"	0.36	0.38	NaN	1	-	-	-
"lrp"	"dgkA"	0.09	0.29	NaN	1	-	-	-
"lrp"	"plsB"	0.28	0.85	NaN	1	-	-	-
"lrp"	"lexA"	0.56	0.82	NaN	1	-	-	-
"lrp"	"zur"	0.23	0.20	NaN	1	-	-	-
"lrp"	"dusA"	-0.33	0.20	NaN	-1	-	-	-
"lrp"	"pspG"	0.48	1.29	NaN	1	-	-	-
"lrp"	"dnaB"	-0.31	0.33	NaN	-1	-	-	-
"lrp"	"qor"	0.58	0.36	NaN	1	-	-	-
"lrp"	"alr"	-0.37	0.35	NaN	-1	-	-	-
"lrp"	"tyrB"	-0.21	0.28	NaN	-1	-	-	-
"lrp"	"aphA"	-0.62	0.83	NaN	-1	-	-	-
"lrp"	"yjbQ"	-0.49	0.53	NaN	-1	-	-	-
"lrp"	"yjbR"	-0.42	0.20	NaN	-1	-	-	-
"lrp"	"uvrA"	-0.08	0.56	NaN	-1	-	-	-
"lrp"	"ssb"	0.37	0.46	NaN	1	-	-	-
"lrp"	"yjcB"	0.59	1.79	NaN	1	-	-	-
"lrp"	"pdeC"	-0.02	0.77	NaN	-1	-	-	-
"lrp"	"soxS"	0.49	1.02	NaN	1	-	-	-
"lrp"	"soxR"	0.41	0.45	NaN	1	-	-	-
"lrp"	"ryjA"	0.10	0.56	NaN	1	-	-	-
"lrp"	"ghxP"	-0.31	1.50	NaN	-1	-	-	-
"lrp"	"yjcE"	-0.07	0.18	NaN	-1	-	-	-
"lrp"	"yjcF"	0.82	1.31	NaN	1	-	-	-
"lrp"	"actP"	-0.08	1.52	NaN	-1	-	-	-
"lrp"	"acs"	0.14	1.06	NaN	1	-	-	-
"lrp"	"nrfA"	-0.95	1.18	NaN	-1	-	-	-
"lrp"	"gltP"	-0.58	0.59	NaN	-1	-	-	-
"lrp"	"yjcO"	-0.17	0.51	NaN	-1	-	-	-
"lrp"	"fdhF"	0.03	1.00	NaN	1	-	-	-
"lrp"	"mdtP"	-0.23	1.06	NaN	-1	-	-	-
"lrp"	"alsK"	0.30	0.34	NaN	1	-	-	-
"lrp"	"alsE"	-0.06	0.23	NaN	-1	-	-	-
"lrp"	"rpiR"	-0.42	0.36	NaN	-1	-	-	-
"lrp"	"rpiB"	1.02	0.79	NaN	1	-	-	-
"lrp"	"phnC"	0.02	0.00	NaN	1	-	-	-
"lrp"	"yjdM"	-0.32	1.08	NaN	-1	-	-	-
"lrp"	"crfC"	0.08	0.79	NaN	1	-	-	-
"lrp"	"proP"	0.93	0.89	NaN	1	-	-	-
"lrp"	"basS"	-0.21	0.46	NaN	-1	-	-	-
"lrp"	"adiC"	-0.15	0.56	NaN	-1	-	-	-
"lrp"	"adiY"	-0.41	0.25	NaN	-1	-	-	-
"lrp"	"adiA"	-0.19	0.64	NaN	-1	-	-	-
"lrp"	"melR"	-0.31	1.00	NaN	-1	-	-	-
"lrp"	"melA"	0.61	0.46	NaN	1	-	-	-
"lrp"	"fumB"	0.07	0.61	NaN	1	-	-	-
"lrp"	"dcuB"	0.31	0.23	NaN	1	-	-	-
"lrp"	"dcuR"	0.20	0.55	NaN	1	-	-	-
"lrp"	"dcuS"	-0.25	0.49	NaN	-1	-	-	-
"lrp"	"yjdI"	0.40	1.45	NaN	1	-	-	-
"lrp"	"ghoS"	-0.26	0.49	NaN	-1	-	-	-
"lrp"	"lysU"	-4.28	1.90	NaN	-1	-	-	-
"lrp"	"dtpC"	0.03	0.55	NaN	1	-	-	-
"lrp"	"cadB"	0.71	0.08	NaN	1	-	-	-
"lrp"	"cadC"	-0.62	0.51	NaN	-1	-	-	-
"lrp"	"pheU"	0.03	0.76	NaN	1	-	-	-
"lrp"	"yjdC"	0.14	0.23	NaN	1	-	-	-
"lrp"	"cutA"	-0.17	0.92	NaN	-1	-	-	-
"lrp"	"dcuA"	-0.20	0.16	NaN	-1	-	-	-
"lrp"	"aspA"	-1.98	0.61	NaN	-1	-	-	-
"lrp"	"fxsA"	0.97	1.52	NaN	1	-	-	-
"lrp"	"yjeH"	1.64	0.47	NaN	1	-	-	-
"lrp"	"groS"	0.50	0.12	NaN	1	-	-	-
"lrp"	"groL"	0.60	0.31	NaN	1	-	-	-
"lrp"	"yjeI"	0.16	0.26	NaN	1	-	-	-
"lrp"	"yjeJ"	-0.43	0.22	NaN	-1	-	-	-
"lrp"	"efp"	0.17	0.17	NaN	1	-	-	-
"lrp"	"epmB"	0.04	0.53	NaN	1	-	-	-
"lrp"	"ecnA"	-0.40	0.71	NaN	-1	-	-	-
"lrp"	"ecnB"	0.08	0.71	NaN	1	-	-	-
"lrp"	"sugE"	0.20	0.41	NaN	1	-	-	-
"lrp"	"blc"	0.40	0.20	NaN	1	-	-	-
"lrp"	"ampC"	-0.41	0.29	NaN	-1	-	-	-
"lrp"	"frdD"	-0.59	0.76	NaN	-1	-	-	-
"lrp"	"frdB"	-0.73	1.09	NaN	-1	-	-	-
"lrp"	"frdA"	-0.63	1.21	NaN	-1	-	-	-
"lrp"	"epmA"	-0.08	0.20	NaN	-1	-	-	-
"lrp"	"yjeM"	-0.81	0.39	NaN	-1	-	-	-
"lrp"	"psd"	-0.22	0.11	NaN	-1	-	-	-
"lrp"	"rsgA"	-0.14	0.07	NaN	-1	-	-	-
"lrp"	"orn"	-0.05	0.06	NaN	-1	-	-	-
"lrp"	"glyV"	0.33	0.81	NaN	1	-	-	-
"lrp"	"yjeF"	0.14	0.35	NaN	1	-	-	-
"lrp"	"queG"	-0.40	0.55	NaN	-1	-	-	-
"lrp"	"tsaE"	0.17	0.10	NaN	1	-	-	-
"lrp"	"amiB"	-0.17	0.20	NaN	-1	-	-	-
"lrp"	"mutL"	-0.33	0.30	NaN	-1	-	-	-
"lrp"	"miaA"	0.32	0.51	NaN	1	-	-	-
"lrp"	"hfq"	0.37	0.60	NaN	1	-	-	-
"lrp"	"hflK"	-0.31	0.77	NaN	-1	-	-	-
"lrp"	"purA"	-0.46	1.28	NaN	-1	-	-	-
"lrp"	"nsrR"	0.47	0.31	NaN	1	-	-	-
"lrp"	"rnr"	0.04	0.81	NaN	1	-	-	-
"lrp"	"rlmB"	0.02	0.44	NaN	1	-	-	-
"lrp"	"aidB"	0.55	0.76	NaN	1	-	-	-
"lrp"	"yjfP"	0.60	0.52	NaN	1	-	-	-
"lrp"	"bsmA"	0.12	0.34	NaN	1	-	-	-
"lrp"	"ulaR"	0.26	0.26	NaN	1	-	-	-
"lrp"	"ulaG"	0.02	0.41	NaN	1	-	-	-
"lrp"	"ulaA"	0.08	0.48	NaN	1	-	-	-
"lrp"	"yjfY"	0.23	0.48	NaN	1	-	-	-
"lrp"	"rpsF"	-0.59	0.64	NaN	-1	-	-	-
"lrp"	"priB"	-0.59	0.76	NaN	-1	-	-	-
"lrp"	"rpsR"	-0.35	0.91	NaN	-1	-	-	-
"lrp"	"rplI"	-0.29	0.80	NaN	-1	-	-	-
"lrp"	"yjfZ"	-0.19	0.82	NaN	-1	-	-	-
"lrp"	"ytfB"	0.38	0.67	NaN	1	-	-	-
"lrp"	"fklB"	-0.11	0.07	NaN	-1	-	-	-
"lrp"	"cycA"	-1.29	0.51	NaN	-1	-	-	-
"lrp"	"ytfE"	0.11	1.36	NaN	1	-	-	-
"lrp"	"ytfF"	0.42	0.66	NaN	1	-	-	-
"lrp"	"ytfH"	0.18	0.27	NaN	1	-	-	-
"lrp"	"cysQ"	0.57	0.21	NaN	1	-	-	-
"lrp"	"cpdB"	-0.26	0.25	NaN	-1	-	-	-
"lrp"	"ytfI"	-0.50	0.34	NaN	-1	-	-	-
"lrp"	"ytfJ"	-0.20	0.75	NaN	-1	-	-	-
"lrp"	"ytfK"	-1.80	0.47	NaN	-1	-	-	-
"lrp"	"ytfL"	0.24	0.68	NaN	1	-	-	-
"lrp"	"tamA"	-0.12	0.27	NaN	-1	-	-	-
"lrp"	"msrA"	0.30	0.16	NaN	1	-	-	-
"lrp"	"yzfA"	0.63	0.73	NaN	1	-	-	-
"lrp"	"chpS"	0.49	0.50	NaN	1	-	-	-
"lrp"	"ppa"	0.15	0.12	NaN	1	-	-	-
"lrp"	"ytfQ"	0.07	0.94	NaN	1	-	-	-
"lrp"	"mpl"	0.02	0.30	NaN	1	-	-	-
"lrp"	"pmbA"	0.15	0.24	NaN	1	-	-	-
"lrp"	"yjgA"	0.21	0.25	NaN	1	-	-	-
"lrp"	"nrdD"	0.55	0.65	NaN	1	-	-	-
"lrp"	"treB"	0.68	0.58	NaN	1	-	-	-
"lrp"	"treR"	0.23	0.38	NaN	1	-	-	-
"lrp"	"mgtA"	0.07	0.01	NaN	1	-	-	-
"lrp"	"mgtL"	-0.39	1.25	NaN	-1	-	-	-
"lrp"	"ridA"	-0.71	0.93	NaN	-1	-	-	-
"lrp"	"pyrI"	1.17	2.24	NaN	1	-	-	-
"lrp"	"pyrB"	1.84	1.71	NaN	1	-	-	-
"lrp"	"pyrL"	-0.55	0.68	NaN	-1	-	-	-
"lrp"	"bdcA"	0.00	1.17	NaN	1	-	-	-
"lrp"	"bdcR"	-0.10	0.50	NaN	-1	-	-	-
"lrp"	"tabA"	0.19	0.43	NaN	1	-	-	-
"lrp"	"yjgL"	-0.23	0.64	NaN	-1	-	-	-
"lrp"	"argI"	0.35	3.47	NaN	1	-	-	-
"lrp"	"rraB"	0.04	0.84	NaN	1	-	-	-
"lrp"	"yjgM"	0.03	0.94	NaN	1	-	-	-
"lrp"	"yjgN"	-0.39	0.56	NaN	-1	-	-	-
"lrp"	"valS"	-0.23	0.95	NaN	-1	-	-	-
"lrp"	"holC"	-0.19	0.75	NaN	-1	-	-	-
"lrp"	"pepA"	0.12	0.65	NaN	1	-	-	-
"lrp"	"lptF"	0.35	0.26	NaN	1	-	-	-
"lrp"	"lptG"	-0.27	0.37	NaN	-1	-	-	-
"lrp"	"yjgR"	0.33	0.48	NaN	1	-	-	-
"lrp"	"idnR"	-0.29	0.15	NaN	-1	-	-	-
"lrp"	"idnD"	0.05	0.60	NaN	1	-	-	-
"lrp"	"idnK"	-0.66	0.25	NaN	-1	-	-	-
"lrp"	"ahr"	0.49	0.21	NaN	1	-	-	-
"lrp"	"leuX"	0.55	1.18	NaN	1	-	-	-
"lrp"	"insG"	-0.23	0.14	NaN	-1	-	-	-
"lrp"	"yjhB"	-0.06	0.89	NaN	-1	-	-	-
"lrp"	"insI-3"	0.23	0.09	NaN	1	-	-	-
"lrp"	"fecE"	0.10	0.29	NaN	1	-	-	-
"lrp"	"fecA"	-0.01	0.66	NaN	-1	-	-	-
"lrp"	"fecI"	0.74	0.91	NaN	1	-	-	-
"lrp"	"insA-7"	0.29	0.59	NaN	1	-	-	-
"lrp"	"yjhU"	0.06	0.32	NaN	1	-	-	-
"lrp"	"yjhG"	-0.05	0.20	NaN	-1	-	-	-
"lrp"	"ryjB"	-0.78	0.88	NaN	-1	-	-	-
"lrp"	"nanS"	-0.13	1.05	NaN	-1	-	-	-
"lrp"	"nanC"	-0.09	0.31	NaN	-1	-	-	-
"lrp"	"fimB"	0.45	0.94	NaN	1	-	-	-
"lrp"	"fimE"	0.79	1.21	NaN	1	-	-	-
"lrp"	"fimA"	2.79	1.78	NaN	1	-	-	-
"lrp"	"fimD"	0.90	1.39	NaN	1	-	-	-
"lrp"	"fimG"	0.44	2.02	NaN	1	-	-	-
"lrp"	"gntP"	0.03	0.80	NaN	1	-	-	-
"lrp"	"uxuA"	0.44	0.40	NaN	1	-	-	-
"lrp"	"uxuR"	0.20	0.22	NaN	1	-	-	-
"lrp"	"iraD"	-0.63	0.80	NaN	-1	-	-	-
"lrp"	"hypT"	-0.17	0.38	NaN	-1	-	-	-
"lrp"	"iadA"	-0.33	0.71	NaN	-1	-	-	-
"lrp"	"yjiJ"	0.47	0.97	NaN	1	-	-	-
"lrp"	"yjiK"	-0.35	0.37	NaN	-1	-	-	-
"lrp"	"yjiL"	-0.75	1.01	NaN	-1	-	-	-
"lrp"	"yjiM"	-0.23	1.00	NaN	-1	-	-	-
"lrp"	"yjiT"	-0.61	0.84	NaN	-1	-	-	-
"lrp"	"mcrC"	-1.10	1.41	NaN	-1	-	-	-
"lrp"	"symR"	-0.21	1.32	NaN	-1	-	-	-
"lrp"	"symE"	0.50	1.18	NaN	1	-	-	-
"lrp"	"hsdS"	-1.03	1.53	NaN	-1	-	-	-
"lrp"	"hsdR"	0.18	0.56	NaN	1	-	-	-
"lrp"	"yjiA"	0.10	0.17	NaN	1	-	-	-
"lrp"	"yjiY"	0.07	0.43	NaN	1	-	-	-
"lrp"	"tsr"	0.31	0.41	NaN	1	-	-	-
"lrp"	"lgoT"	0.07	0.15	NaN	1	-	-	-
"lrp"	"lgoR"	-0.50	1.36	NaN	-1	-	-	-
"lrp"	"opgB"	-0.30	0.55	NaN	-1	-	-	-
"lrp"	"yjjA"	0.12	0.49	NaN	1	-	-	-
"lrp"	"dnaT"	0.32	0.27	NaN	1	-	-	-
"lrp"	"yjjB"	-0.07	0.38	NaN	-1	-	-	-
"lrp"	"yjjP"	-0.62	0.14	NaN	-1	-	-	-
"lrp"	"yjjQ"	-0.29	0.98	NaN	-1	-	-	-
"lrp"	"fhuF"	0.49	0.65	NaN	1	-	-	-
"lrp"	"yjjZ"	0.18	0.29	NaN	1	-	-	-
"lrp"	"leuV"	0.87	1.14	NaN	1	-	-	-
"lrp"	"leuQ"	0.87	1.14	NaN	1	-	-	-
"lrp"	"rsmC"	0.06	0.40	NaN	1	-	-	-
"lrp"	"holD"	-0.03	0.13	NaN	-1	-	-	-
"lrp"	"prfC"	-0.27	0.79	NaN	-1	-	-	-
"lrp"	"osmY"	-1.26	0.35	NaN	-1	-	-	-
"lrp"	"yjjU"	-0.50	0.77	NaN	-1	-	-	-
"lrp"	"deoC"	0.10	0.52	NaN	1	-	-	-
"lrp"	"deoB"	-0.30	0.67	NaN	-1	-	-	-
"lrp"	"deoD"	-0.57	1.11	NaN	-1	-	-	-
"lrp"	"yjjJ"	-0.49	0.88	NaN	-1	-	-	-
"lrp"	"lplA"	-0.01	0.14	NaN	-1	-	-	-
"lrp"	"ytjB"	0.25	0.83	NaN	1	-	-	-
"lrp"	"serB"	0.05	0.20	NaN	1	-	-	-
"lrp"	"nadR"	-0.17	0.65	NaN	-1	-	-	-
"lrp"	"ettA"	-0.05	0.47	NaN	-1	-	-	-
"lrp"	"slt"	-0.35	0.35	NaN	-1	-	-	-
"lrp"	"trpR"	-0.10	0.24	NaN	-1	-	-	-
"lrp"	"ytjC"	0.39	0.44	NaN	1	-	-	-
"lrp"	"yjjX"	-0.16	0.14	NaN	-1	-	-	-
"lrp"	"creA"	-0.02	0.26	NaN	-1	-	-	-
"lrp"	"rob"	0.01	0.32	NaN	1	-	-	-
"lrp"	"creD"	-0.13	0.74	NaN	-1	-	-	-
"lrp"	"arcA"	-0.06	0.30	NaN	-1	-	-	-
"lrp"	"yjjY"	1.10	0.44	NaN	1	-	-	-
"lrp"	"yjtD"	0.45	0.33	NaN	1	-	-	-
